company_id,name,description,company_size,state,country,city,zip_code,address,url
3067,Tech Mahindra,"Tech Mahindra represents the connected world, offering innovative and customer-centric information technology experiences. We #Rise together to create sustainable businesses that can bring about lasting change in our communities – to create an equal world, to be future ready, and to create value. We are a USD 6.5 billion company with 146,000+ professionals across 90 countries, helping 1250 global customers including Fortune 500 companies.

We are focused on leveraging next-generation technologies including 5G, blockchain, metaverse, quantum computing, cybersecurity, artificial intelligence, and more, to enable end-to-end digital transformation for global customers.

We are certified as a Great Place to Work for by the Great Place to Work® Institute, included in the Bloomberg 2023 Gender-Equality Index for the fourth year in a row, and have been recognized as the only Indian IT company to make it to Dow Jones Sustainability Indices 2023, part of the DJSI World Index for the 9th consecutive year.

We are part of the Mahindra Group, founded in 1945, which is the most admired multinational federation of companies with 260,000+ employees in over 100 countries, known for its leadership in various industries including farm equipment, utility vehicles, IT, and financial services in India and is the world’s largest tractor company by volume. It also has a strong presence in renewable energy, agriculture, logistics, hospitality, and real estate. The group's focus is on leading ESG globally, enabling rural prosperity and enhancing urban living, and driving positive change in the lives of communities and stakeholders.

With the NXT.NOWTM framework, we aim to enhance human-centric experiences for our ecosystem and drive collaborative disruption with synergies arising from a robust portfolio of companies. We aim at delivering tomorrow’s experiences today and believe that the ‘Future is Now’.

Connect with us at www.techmahindra.com",7.0,Maharashtra,IN,Pune,411004,Erandwane,https://www.linkedin.com/company/tech-mahindra
3076,Kforce Inc,"Kforce is a solutions firm specializing in technology and other professional staffing services. Each year, we provide career opportunities for approximately 25,000 highly skilled professionals on a temporary, consulting or direct-hire basis. These experts work with approximately 2,500 clients, including a significant majority of the Fortune 500, helping them conquer challenges and meet their digital transformation goals.

Together, we reimagine how business gets done. For more than 60 years, we’ve achieved our clients’ objectives by combining a KNOWLEDGEforce®—our namesake—with flexibility and an unmatched drive for excellence.",5.0,Fl,US,Tampa,33605,1001 East Palm Avenue,https://www.linkedin.com/company/kforce
3128,FIS,"FIS is at the heart of the commerce and financial transactions that power the world’s economy. We are passionate about helping businesses and communities thrive by advancing the way the world pays, banks and invests, serving more than 20,000 clients and more than one million merchant locations in over 130 countries. For more information about FIS, visit http://www.fisglobal.com. ",7.0,FL,US,Jacksonville,32202,601 Riverside Ave,https://www.linkedin.com/company/fis
3316,"Ricoh USA, Inc.","There’s no such thing as too much information. We bring people, processes, and technology together to turn TMI into powerful results. 

At Ricoh, we unlock the power of information so organizations can unlock the full potential of their people. We're a leader in information management and digital services, creating competitive advantage for over 1.4 million businesses across the globe. 

Our team of 90,000 employees serve a vast array of industries, using an innovative mix of people, processes, and technology to free trapped and hidden insights. We believe having access to the right information translates to better business agility, more human experiences, and the ability to thrive in today's age of hybrid and borderless work. At Ricoh, there's no such thing as TMI.  

https://www.ricoh-usa.com",7.0,PA,US,Exton,19341,300 Eagleview Blvd,https://www.linkedin.com/company/ricoh-company-ltd-
3334,CDW,"At CDW, our experts partner with you to build IT solutions that don’t just solve problems – they create opportunities. 

We offer a full-stack, full-lifecycle approach to technology, leveraging our extensive solutions, services and brand relationships to meet your organization’s unique needs. Backed by decades of experience, our experts have the deep industry and technical knowledge it takes to help you achieve your goals and drive innovation.  

A Fortune 500 company and member of the S&P 500 Index, CDW was founded in 1984 and employs approximately 15,100 coworkers. For the trailing twelve months ended December 31, 2023, CDW generated Net sales of approximately $21 billion. For more information about CDW, please visit www.CDW.com.",7.0,IL,US,Vernon Hills,60061,200 N. Milwaukee Ave.,https://www.linkedin.com/company/cdw
3364,Fiserv,"Fiserv, Inc. is a leading global technology provider serving the financial services industry, driving innovation in payments, processing services, risk and compliance, customer and channel management, and business insights and optimization. For more information, visit www.fiserv.com.",7.0,Wisconsin,US,Milwaukee,53203,600 N Vel R Phillips Ave,https://www.linkedin.com/company/fiserv
3580,Computacenter,"Computacenter is a leading independent technology and services provider, trusted by large corporate and public sector organisations. 

We are a responsible business that believes in winning together for our people and our planet.  

We help our customers to Source, Transform and Manage their technology infrastructure to deliver digital transformation, enabling people and their business.  

Computacenter plc is a public company quoted on the London Stock Exchange (CCC.L) and a member of the FTSE 250. Computacenter employs over 20,000 people worldwide.



",7.0,Hertfordshire,GB,Hatfield,AL10 9TW,Hatfield Avenue,https://www.linkedin.com/company/computacenter
3586,Mphasis,"A leading applied technology services company, we innovate to deliver service excellence and successful outcomes across sales, delivery and development. With our strategy to be agile, nimble and customer-centric, we anticipate the future of applied technology and predict tomorrow’s trends to keep our clients at the summit in an ever-changing marketplace. Leading with architecture and design, our next-gen solutions enable enterprises to accelerate on their digital transformation journey.
 
Customer centricity is foundational to us and is reflected in the Mphasis’ Front2Back™ (F2B) transformation approach.  F2B is a customer-in view approach that uses our industry-specific X2C2TM framework, and harnesses the power of cognitive technologies and rich data resident in enterprises to transform them. It is a way to introduce disruptive technology to smartly transform legacy environments. . Mphasis’ Service Transformation approach helps ‘shrink the core’ through the application of digital technologies across legacy environments within an enterprise, enabling businesses to stay ahead in a changing world. Mphasis’ core reference architectures and tools, speed and innovation with domain expertise and specialization are key to building strong relationships with marquee clients. Click here to know more
 
Mphasis Presents #HowGeekAreYou
Passion, Perseverance, Perfection – we are defined by these three words. Relentless in our pursuit of knowledge, we believe in accepting the difference and defining the 'new normal', staying true to our vision and values. We believe in growth by knowledge, responsibility by authority and freedom by flexibility. 

Be a part of a place where ideas are celebrated and perseverance is worshiped. Our doors are wide open, and breakthrough ideas are welcome from anyone. But we have a question to ask before we let you in: How Geek Are You?
Click here to know more.",7.0,Karnataka,IN,Bangalore,560093,"Mphasis Limited, Bagmane Laurel, 1st Floor, Tower A,  ",https://www.linkedin.com/company/mphasis
3635,Compucom,"When it comes to the future of work, quite simply, we’re obsessed.  

Nothing thrills us more than helping you get the right tools in place to unlock your digital workplace potential. At Compucom, we create better experiences on the other side of the screen, providing everything you need for real-time collaboration, connection, and support.  

As a proven leader in managed IT services, we deliver secure, innovative, green digital workplace solutions designed for the way you work today—and for how we’ll transform tomorrow. Connecting people, technology, and the edge with a seamless experience. 

We’re driven by technology but powered by people. (Really smart and passionate people, with more than 70,000 technical certifications and decades of expertise in cutting-edge workplace services. Find us all over LinkedIn!) 

Innovation. Security. Sustainability. Vision. We’ve got you covered. Discover how at compucom.com.",6.0,SC,US,Fort Mill,29707,8106 Calvin Hall Road,https://www.linkedin.com/company/compucom
3653,Lenovo,"Lenovo is a US$62 billion revenue global technology powerhouse, ranked #217 in the Fortune Global 500, employing 77,000 people around the world, and serving millions of customers every day in 180 markets. Focused on a bold vision to deliver Smarter Technology for All, Lenovo has built on its success as the world’s largest PC company by further expanding into growth areas that fuel the advancement of ‘New IT’ technologies (client, edge, cloud, network, and intelligence) including server, storage, mobile, software, solutions, and services. This transformation together with Lenovo’s world-changing innovation is building a more inclusive, trustworthy, and smarter future for everyone, everywhere. Lenovo is listed on the Hong Kong stock exchange under Lenovo Group Limited (HKSE: 992)(ADR: LNVGY). To find out more visit https://www.lenovo.com, and read about the latest news via our StoryHub at https://news.lenovo.com/.

To learn more about our career opportunities, visit our careers page at http://jobs.lenovo.com/.",7.0,0,CN,Beijing,100085,"10 Xibeiwang East Road, Haidian District",https://www.linkedin.com/company/lenovo
3672,CACI International Inc,"At CACI International Inc (NYSE: CACI), our 23,000 talented and dynamic employees are ever vigilant in delivering distinctive expertise and differentiated technology to meet our customers’ greatest challenges in national security and government modernization. We are a company of good character, relentless innovation, and long-standing excellence. Our culture drives our success and earns us recognition as a Fortune World's Most Admired Company. CACI is a member of the Fortune 1000 Largest Companies, the Russell 1000 Index, and the S&P MidCap 400 Index. For more information, visit us at www.caci.com. 

CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities",7.0,Virginia,US,Reston,20190,12021 Sunset Hills Rd,https://www.linkedin.com/company/caci-international-inc
3684,Mastech Digital,"We are a Digital Transformation IT Services company with a Digital First approach in everything we do.
We help our clients accelerate business velocity, minimize costs, and drastically improve corporate resiliency through the application of data and analytics expertise across three key practice areas: Data Management, Data Engineering, and Data Science.
Through MAS-REMOTE, our remote staffing program, we offer top 10% of the remote technology workers in the US across digital and other technologies.
Understand the growing need for the digital workforce across the enterprise transformation curve, we also help organizations adapt to changing business needs and tailor custom digital learning programs by integrating digital content and design thinking.
Backed by robust and hybrid delivery methodologies, and sourcing practices, our vibrant teams spread across the U.S., Europe, Singapore, and India are able to drive high levels of business efficiencies for our clients globally.
A minority-owned organization, Mastech Digital is listed on the New York Stock Exchange under the symbol MHH.
",5.0,PA,US,Moon Township,15108,1305 Cherrington Parkway,https://www.linkedin.com/company/mastech
