salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
297,3887499095,250000.0,,156000.0,YEARLY,USD,BASE_SALARY
301,3884431973,37800.0,,26500.0,YEARLY,USD,BASE_SALARY
308,3884432548,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
314,3887473170,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
315,3884435199,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
333,3884931187,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
339,3846426461,47.0,,40.0,HOURLY,USD,BASE_SALARY
354,3887488802,327700.0,,214000.0,YEARLY,USD,BASE_SALARY
367,3884925499,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
368,3887496971,280000.0,,250000.0,YEARLY,USD,BASE_SALARY
390,3884435101,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
391,3884926658,88.0,,85.0,HOURLY,USD,BASE_SALARY
398,3887488719,327700.0,,214000.0,YEARLY,USD,BASE_SALARY
403,3887700540,45.0,,35.0,HOURLY,USD,BASE_SALARY
410,3887709731,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
418,3884435808,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
434,3887499131,200000.0,,130000.0,YEARLY,USD,BASE_SALARY
444,3887706764,233000.0,,198000.0,YEARLY,USD,BASE_SALARY
448,3887702632,,85000.0,,YEARLY,USD,BASE_SALARY
464,3884920465,120000.0,,110000.0,YEARLY,USD,BASE_SALARY
480,3884444096,70.5,,70.5,HOURLY,USD,BASE_SALARY
494,3884435469,79400.0,,55600.0,YEARLY,USD,BASE_SALARY
503,3884918928,139100.0,,92700.0,YEARLY,USD,BASE_SALARY
506,3884927665,118000.0,,78000.0,YEARLY,USD,BASE_SALARY
531,3887709931,75.0,,70.0,HOURLY,USD,BASE_SALARY
542,3887492930,170000.0,,150000.0,YEARLY,USD,BASE_SALARY
547,3884432826,50000.0,,35000.0,YEARLY,USD,BASE_SALARY
548,3884434338,75.0,,60.0,HOURLY,USD,BASE_SALARY
551,3884929674,135140.0,,92200.0,YEARLY,USD,BASE_SALARY
552,3884448112,,100000.0,,YEARLY,USD,BASE_SALARY
565,3887704925,55.0,,50.0,HOURLY,USD,BASE_SALARY
572,3887492692,173200.0,,128000.0,YEARLY,USD,BASE_SALARY
573,3887489705,241500.0,,173600.0,YEARLY,USD,BASE_SALARY
581,3884441297,55.0,,45.0,HOURLY,USD,BASE_SALARY
617,3884437017,37800.0,,26500.0,YEARLY,USD,BASE_SALARY
638,3884804017,150000.0,,114000.0,YEARLY,USD,BASE_SALARY
640,3887718027,125000.0,,75000.0,YEARLY,USD,BASE_SALARY
671,3884923969,,23.0,,HOURLY,USD,BASE_SALARY
672,3884989903,204300.0,,105100.0,YEARLY,USD,BASE_SALARY
673,3884992250,288200.0,,154900.0,YEARLY,USD,BASE_SALARY
687,3884992282,312800.0,,160800.0,YEARLY,USD,BASE_SALARY
688,3884447051,278900.0,,151400.0,YEARLY,USD,BASE_SALARY
695,3884934463,71000.0,,63000.0,YEARLY,USD,BASE_SALARY
696,3884934668,,40.0,,HOURLY,USD,BASE_SALARY
710,3887724269,25.0,,22.0,HOURLY,USD,BASE_SALARY
712,3884991630,157700.0,,62700.0,YEARLY,USD,BASE_SALARY
718,3884433381,55.0,,50.0,HOURLY,USD,BASE_SALARY
722,3884433400,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
733,3887712929,65000.0,,50000.0,YEARLY,USD,BASE_SALARY
760,3884927660,118000.0,,78000.0,YEARLY,USD,BASE_SALARY
761,3884992269,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
762,3884934254,125000.0,,110000.0,YEARLY,USD,BASE_SALARY
767,3884995003,201200.0,,103400.0,YEARLY,USD,BASE_SALARY
770,3887711707,63000.0,,47000.0,YEARLY,USD,BASE_SALARY
780,3885389087,115000.0,,95000.0,YEARLY,USD,BASE_SALARY
785,3887704073,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
787,3884994069,279900.0,,144000.0,YEARLY,USD,BASE_SALARY
805,3884990773,288200.0,,154900.0,YEARLY,USD,BASE_SALARY
807,3884989892,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
808,3884438770,121000.0,,91000.0,YEARLY,USD,BASE_SALARY
819,3884989877,231400.0,,119000.0,YEARLY,USD,BASE_SALARY
822,3884995055,207600.0,,111600.0,YEARLY,USD,BASE_SALARY
835,3884441051,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
843,3884995013,229700.0,,95500.0,YEARLY,USD,BASE_SALARY
853,3884989883,197800.0,,101700.0,YEARLY,USD,BASE_SALARY
854,3884994027,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
896,3884994015,236800.0,,121800.0,YEARLY,USD,BASE_SALARY
905,3887712055,178000.0,,112000.0,YEARLY,USD,BASE_SALARY
907,3884992266,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
918,3884439345,83.0,,68.0,HOURLY,USD,BASE_SALARY
924,3884437026,37800.0,,26500.0,YEARLY,USD,BASE_SALARY
929,3884993240,21.75,,15.5,HOURLY,USD,BASE_SALARY
930,3884991610,142800.0,,59400.0,YEARLY,USD,BASE_SALARY
935,3884996001,212800.0,,111600.0,YEARLY,USD,BASE_SALARY
936,3884441553,42.0,,35.0,HOURLY,USD,BASE_SALARY
940,3887716794,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
941,3884992279,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
950,3884993199,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
956,3884991642,142800.0,,59300.0,YEARLY,USD,BASE_SALARY
962,3884433628,37800.0,,26500.0,YEARLY,USD,BASE_SALARY
1006,3887705922,115000.0,,98000.0,YEARLY,USD,BASE_SALARY
1008,3884996008,100000.0,,61400.0,YEARLY,USD,BASE_SALARY
1016,3884996356,287700.0,,148000.0,YEARLY,USD,BASE_SALARY
1019,3884990770,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
1021,3887711392,250000.0,,180000.0,YEARLY,USD,BASE_SALARY
1023,3884993218,212600.0,,114300.0,YEARLY,USD,BASE_SALARY
1024,3884992280,142800.0,,59300.0,YEARLY,USD,BASE_SALARY
1025,3887833834,108.0,,90.0,HOURLY,USD,BASE_SALARY
1027,3887712954,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
1030,3884449122,50.0,,40.0,HOURLY,USD,BASE_SALARY
1039,3884992285,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
1053,3884430966,41600.0,,29100.0,YEARLY,USD,BASE_SALARY
1057,3884442853,80.0,,60.0,HOURLY,USD,BASE_SALARY
1065,3884443818,65000.0,,50000.0,YEARLY,USD,BASE_SALARY
1080,3884805078,190000.0,,150000.0,YEARLY,USD,BASE_SALARY
1104,3887483831,55.0,,50.0,HOURLY,USD,BASE_SALARY
1113,3884437155,35.0,,30.0,HOURLY,USD,BASE_SALARY
1115,3884990783,215100.0,,110600.0,YEARLY,USD,BASE_SALARY
1123,3884497780,43.66,,40.0,HOURLY,USD,BASE_SALARY
1126,3884993220,202800.0,,104300.0,YEARLY,USD,BASE_SALARY
1140,3884998112,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
1144,3884933608,39.0,,35.0,HOURLY,USD,BASE_SALARY
1147,3887495362,200000.0,,130000.0,YEARLY,USD,BASE_SALARY
1150,3884937565,22.0,,17.0,HOURLY,USD,BASE_SALARY
1152,3884989864,247600.0,,136000.0,YEARLY,USD,BASE_SALARY
1160,3887704887,80.0,,70.0,HOURLY,USD,BASE_SALARY
1169,3884995022,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
1171,3884810167,48.0,,45.0,HOURLY,USD,BASE_SALARY
1173,3884990789,215100.0,,110600.0,YEARLY,USD,BASE_SALARY
1178,3884437640,145000.0,,125000.0,YEARLY,USD,BASE_SALARY
1186,3884447606,45000.0,,40000.0,YEARLY,USD,BASE_SALARY
1195,3884989870,71000.0,,39700.0,YEARLY,USD,BASE_SALARY
1201,3884437594,9500.0,,8500.0,MONTHLY,USD,BASE_SALARY
1225,3887717064,,18.5,,HOURLY,USD,BASE_SALARY
1227,3884917967,200000.0,,130000.0,YEARLY,USD,BASE_SALARY
1232,3884998271,231400.0,,119000.0,YEARLY,USD,BASE_SALARY
1244,3884995035,281800.0,,144900.0,YEARLY,USD,BASE_SALARY
1266,3884443458,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
1271,3887843638,65000.0,,35000.0,YEARLY,USD,BASE_SALARY
1273,3884442638,70.0,,60.0,HOURLY,USD,BASE_SALARY
1288,3887714936,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
1292,3885810570,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1302,3884990772,21.75,,15.5,HOURLY,USD,BASE_SALARY
1304,3884993201,100000.0,,61400.0,YEARLY,USD,BASE_SALARY
1315,3884805577,250000.0,,225000.0,YEARLY,USD,BASE_SALARY
1316,3885808776,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1320,3885812123,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1324,3887832912,62.07,,62.07,HOURLY,USD,BASE_SALARY
1327,3885807664,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1329,3884439358,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
1330,3887715249,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
1337,3885810554,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1362,3887710592,275000.0,,175000.0,YEARLY,USD,BASE_SALARY
1365,3884992270,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
1369,3884436284,60.0,,40.0,HOURLY,USD,BASE_SALARY
1373,3884991626,247600.0,,136000.0,YEARLY,USD,BASE_SALARY
1376,3887852701,22.0,,18.0,HOURLY,USD,BASE_SALARY
1382,3884991604,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
1384,3887832873,32.41,,32.41,HOURLY,USD,BASE_SALARY
1387,3884995002,288200.0,,154900.0,YEARLY,USD,BASE_SALARY
1388,3884942284,,15000.0,,YEARLY,USD,BASE_SALARY
1408,3884992276,239000.0,,122900.0,YEARLY,USD,BASE_SALARY
1435,3884443063,198000.0,,92400.0,YEARLY,USD,BASE_SALARY
1436,3887843648,65000.0,,35000.0,YEARLY,USD,BASE_SALARY
1440,3885814035,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1460,3884993202,215100.0,,110600.0,YEARLY,USD,BASE_SALARY
1462,3884811025,165000.0,,160000.0,YEARLY,USD,BASE_SALARY
1471,3887852697,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
1488,3884994042,206000.0,,110700.0,YEARLY,USD,BASE_SALARY
1490,3887853625,,18.0,,HOURLY,USD,BASE_SALARY
1491,3884812706,115000.0,,65000.0,YEARLY,USD,BASE_SALARY
1500,3884994049,229700.0,,95500.0,YEARLY,USD,BASE_SALARY
1525,3884994032,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
1538,3884434487,92700.0,,64900.0,YEARLY,USD,BASE_SALARY
1541,3885805809,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1545,3884447181,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
1550,3885811432,124000.0,,81000.0,YEARLY,USD,BASE_SALARY
1553,3884437819,149800.0,,85600.0,YEARLY,USD,BASE_SALARY
1567,3884441842,200000.0,,160000.0,YEARLY,USD,BASE_SALARY
1570,3884811489,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
1576,3887831873,32.41,,32.41,HOURLY,USD,BASE_SALARY
1577,3884989880,185000.0,,92500.0,YEARLY,USD,BASE_SALARY
1584,3884816373,167946.0,,98370.0,YEARLY,USD,BASE_SALARY
1611,3887488834,241500.0,,173600.0,YEARLY,USD,BASE_SALARY
1623,3884989878,254500.0,,136800.0,YEARLY,USD,BASE_SALARY
1625,3887851855,194400.0,,108800.0,YEARLY,USD,BASE_SALARY
1627,3884989909,231400.0,,119000.0,YEARLY,USD,BASE_SALARY
1630,3884819067,126984.0,,74380.0,YEARLY,USD,BASE_SALARY
1634,3884440607,231000.0,,61600.0,YEARLY,USD,BASE_SALARY
1637,3884992302,275300.0,,141600.0,YEARLY,USD,BASE_SALARY
1644,3884992267,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
1662,3885812151,124000.0,,81000.0,YEARLY,USD,BASE_SALARY
1672,3884440921,188875.0,,113325.0,YEARLY,USD,BASE_SALARY
1678,3887866982,209000.0,,193000.0,YEARLY,USD,BASE_SALARY
1695,3884816076,115000.0,,65000.0,YEARLY,USD,BASE_SALARY
1711,3887882039,178200.0,,118800.0,YEARLY,USD,BASE_SALARY
1716,3887853674,105000.0,,80000.0,YEARLY,USD,BASE_SALARY
1723,3887870369,164260.0,,109506.0,YEARLY,USD,BASE_SALARY
1737,3887877769,,65000.0,,YEARLY,USD,BASE_SALARY
1738,3884994037,179500.0,,81100.0,YEARLY,USD,BASE_SALARY
1742,3887877513,39.0,,35.0,HOURLY,USD,BASE_SALARY
1747,3884441417,205000.0,,162000.0,YEARLY,USD,BASE_SALARY
1748,3885808742,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1749,3884804969,170000.0,,140000.0,YEARLY,USD,BASE_SALARY
1754,3887873241,350000.0,,175000.0,YEARLY,USD,BASE_SALARY
1761,3887880163,254300.0,,141300.0,YEARLY,USD,BASE_SALARY
1769,3884996014,212800.0,,124100.0,YEARLY,USD,BASE_SALARY
1781,3884995012,150100.0,,72800.0,YEARLY,USD,BASE_SALARY
1791,3887880164,192200.0,,31200.0,YEARLY,USD,BASE_SALARY
1793,3884814321,115000.0,,65000.0,YEARLY,USD,BASE_SALARY
1812,3884991615,212600.0,,114300.0,YEARLY,USD,BASE_SALARY
1815,3884996024,202800.0,,104300.0,YEARLY,USD,BASE_SALARY
1822,3887706104,74.0,,65.0,HOURLY,USD,BASE_SALARY
1825,3887880162,254300.0,,141300.0,YEARLY,USD,BASE_SALARY
1833,3885829179,,20.0,,HOURLY,USD,BASE_SALARY
1836,3884994063,204300.0,,105100.0,YEARLY,USD,BASE_SALARY
1841,3884827488,231000.0,,114000.0,YEARLY,USD,BASE_SALARY
1854,3885828295,,24.0,,HOURLY,USD,BASE_SALARY
1855,3887875969,254300.0,,141300.0,YEARLY,USD,BASE_SALARY
1860,3884992261,222200.0,,136000.0,YEARLY,USD,BASE_SALARY
1869,3884992254,212600.0,,114300.0,YEARLY,USD,BASE_SALARY
1873,3885823892,31.5,,21.0,HOURLY,USD,BASE_SALARY
1883,3884820659,149880.0,,64974.0,YEARLY,USD,BASE_SALARY
1884,3885811410,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1900,3887879080,71000.0,,63000.0,YEARLY,USD,BASE_SALARY
1903,3887888501,570000.0,,356000.0,YEARLY,USD,BASE_SALARY
1904,3885826872,20.0,,18.0,HOURLY,USD,BASE_SALARY
1927,3885824934,,54000.0,,YEARLY,USD,BASE_SALARY
1934,3887713771,275000.0,,205000.0,YEARLY,USD,BASE_SALARY
1947,3884990764,262000.0,,140800.0,YEARLY,USD,BASE_SALARY
1957,3885811977,32.21,,28.37,HOURLY,USD,BASE_SALARY
1964,3885810454,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1968,3884828731,238600.0,,112000.0,YEARLY,USD,BASE_SALARY
1970,3884992277,185000.0,,79400.0,YEARLY,USD,BASE_SALARY
1988,3885819744,260000.0,,140000.0,YEARLY,USD,BASE_SALARY
1993,3884994022,231400.0,,119000.0,YEARLY,USD,BASE_SALARY
1994,3885829649,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
2001,3884935367,75.0,,60.0,HOURLY,USD,BASE_SALARY
2002,3887894639,190000.0,,110000.0,YEARLY,USD,BASE_SALARY
2008,3887893566,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
2011,3887868541,,25.72,,HOURLY,USD,BASE_SALARY
2016,3885807706,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
2021,3887720515,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
2031,3887892369,119900.0,,79900.0,YEARLY,USD,BASE_SALARY
2037,3885833582,233000.0,,137000.0,YEARLY,USD,BASE_SALARY
2044,3887893274,154420.0,,115430.0,YEARLY,USD,BASE_SALARY
2047,3885825647,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
2067,3884831974,28.8,,19.18,HOURLY,USD,BASE_SALARY
2076,3887876724,82000.0,,73000.0,YEARLY,USD,BASE_SALARY
2086,3885825903,,24.0,,HOURLY,USD,BASE_SALARY
2092,3884838225,106100.0,,70700.0,YEARLY,USD,BASE_SALARY
2094,3887857245,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
2098,3887889781,170000.0,,100000.0,YEARLY,USD,BASE_SALARY
2100,3887885054,27.0,,25.0,HOURLY,USD,BASE_SALARY
2116,3884995028,265400.0,,136500.0,YEARLY,USD,BASE_SALARY
2126,3887882925,89300.0,,49400.0,YEARLY,USD,BASE_SALARY
2130,3885811464,124000.0,,81000.0,YEARLY,USD,BASE_SALARY
2141,3887892853,30.75,,20.54,HOURLY,USD,BASE_SALARY
2146,3885826858,,21.53,,HOURLY,USD,BASE_SALARY
2147,3884991627,185000.0,,93500.0,YEARLY,USD,BASE_SALARY
2149,3885830014,,19.0,,HOURLY,USD,BASE_SALARY
2159,3887879975,250000.0,,200000.0,YEARLY,USD,BASE_SALARY
2163,3885811371,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
2184,3884827505,135800.0,,66200.0,YEARLY,USD,BASE_SALARY
2193,3887887636,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
2214,3885829297,252100.0,,134800.0,YEARLY,USD,BASE_SALARY
2220,3888013083,26.11,,19.04,HOURLY,USD,BASE_SALARY
2247,3888026179,,21.63,,HOURLY,USD,BASE_SALARY
2248,3884995008,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
2251,3885845727,90.0,,70.0,HOURLY,USD,BASE_SALARY
2268,3884837302,19.62,,13.08,HOURLY,USD,BASE_SALARY
2272,3884928646,75.0,,60.0,HOURLY,USD,BASE_SALARY
2279,3887495763,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
2280,3888012117,125334.0,,91152.0,YEARLY,USD,BASE_SALARY
2285,3887710396,210000.0,,190000.0,YEARLY,USD,BASE_SALARY
2290,3887872248,350000.0,,175000.0,YEARLY,USD,BASE_SALARY
2298,3885828277,,19.0,,HOURLY,USD,BASE_SALARY
2305,3887893460,190000.0,,110000.0,YEARLY,USD,BASE_SALARY
2306,3885842422,125000.0,,100000.0,YEARLY,USD,BASE_SALARY
2308,3884813869,115000.0,,110000.0,YEARLY,USD,BASE_SALARY
2310,3885832533,249800.0,,142700.0,YEARLY,USD,BASE_SALARY
2334,3888003831,285000.0,,225000.0,YEARLY,USD,BASE_SALARY
2335,3887705770,115000.0,,98000.0,YEARLY,USD,BASE_SALARY
2343,3884825494,253900.0,,145100.0,YEARLY,USD,BASE_SALARY
2350,3884989898,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
2355,3887893480,100000.0,,60000.0,YEARLY,USD,BASE_SALARY
2366,3885847459,70.0,,50.0,HOURLY,USD,BASE_SALARY
2374,3885854782,210600.0,,117000.0,YEARLY,USD,BASE_SALARY
2377,3884825974,282200.0,,133600.0,YEARLY,USD,BASE_SALARY
2384,3884434169,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
2405,3884993214,204300.0,,105100.0,YEARLY,USD,BASE_SALARY
2407,3885828278,,20.0,,HOURLY,USD,BASE_SALARY
2408,3884830378,110000.0,,62000.0,YEARLY,USD,BASE_SALARY
2410,3884993230,202800.0,,104300.0,YEARLY,USD,BASE_SALARY
2414,3884856205,228000.0,,152000.0,YEARLY,USD,BASE_SALARY
2415,3887880749,206000.0,,129000.0,YEARLY,USD,BASE_SALARY
2420,3884994043,96.63,,49.66,HOURLY,USD,BASE_SALARY
2439,3885844768,250000.0,,50000.0,YEARLY,USD,BASE_SALARY
2440,3888020831,,16.0,,HOURLY,USD,BASE_SALARY
2456,3885824905,,24.0,,HOURLY,USD,BASE_SALARY
2479,3884843642,90000.0,,85000.0,YEARLY,USD,BASE_SALARY
2480,3885856882,265000.0,,149000.0,YEARLY,USD,BASE_SALARY
2494,3885858542,145800.0,,83300.0,YEARLY,USD,BASE_SALARY
2516,3884856265,500000.0,,250000.0,YEARLY,USD,BASE_SALARY
2525,3887496731,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
2528,3884434978,,55.0,,HOURLY,USD,BASE_SALARY
2529,3885860175,123000.0,,54000.0,YEARLY,USD,BASE_SALARY
2539,3884833020,238600.0,,112000.0,YEARLY,USD,BASE_SALARY
2541,3888006659,55000.0,,52000.0,YEARLY,USD,BASE_SALARY
2547,3888005678,219000.0,,136600.0,YEARLY,USD,BASE_SALARY
2548,3885860817,,50000.0,,YEARLY,USD,BASE_SALARY
2580,3884438824,36.0,,22.0,HOURLY,USD,BASE_SALARY
2581,3885855532,210000.0,,170000.0,YEARLY,USD,BASE_SALARY
2584,3885858286,93.0,,59.0,HOURLY,USD,BASE_SALARY
2592,3884856124,176000.0,,72700.0,YEARLY,USD,BASE_SALARY
2594,3887869957,230000.0,,175000.0,YEARLY,USD,BASE_SALARY
2635,3885858541,253300.0,,140700.0,YEARLY,USD,BASE_SALARY
2647,3885860381,193000.0,,84600.0,YEARLY,USD,BASE_SALARY
2655,3885847458,230000.0,,160000.0,YEARLY,USD,BASE_SALARY
2658,3885838582,120000.0,,85000.0,YEARLY,USD,BASE_SALARY
2661,3887893133,570000.0,,356000.0,YEARLY,USD,BASE_SALARY
2663,3887710733,80850.0,,62400.0,YEARLY,USD,BASE_SALARY
2673,3884805887,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
2675,3885833469,,22.92,,HOURLY,USD,BASE_SALARY
2679,3887875887,198500.0,,142700.0,YEARLY,USD,BASE_SALARY
2683,3885847461,90.0,,60.0,HOURLY,USD,BASE_SALARY
2684,3885871021,233000.0,,200000.0,YEARLY,USD,BASE_SALARY
2689,3885866755,,80000.0,,YEARLY,USD,BASE_SALARY
2732,3885829178,,19.5,,HOURLY,USD,BASE_SALARY
2734,3884857008,176000.0,,72700.0,YEARLY,USD,BASE_SALARY
2739,3884831156,282200.0,,133600.0,YEARLY,USD,BASE_SALARY
2749,3885834393,,34.47,,HOURLY,USD,BASE_SALARY
2750,3885839474,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
2751,3884853494,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
2753,3887892388,154420.0,,115430.0,YEARLY,USD,BASE_SALARY
2759,3887882856,55.0,,45.0,HOURLY,USD,BASE_SALARY
2792,3885868290,,85000.0,,YEARLY,USD,BASE_SALARY
2798,3885812023,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
2814,3884855528,82000.0,,55000.0,YEARLY,USD,BASE_SALARY
2825,3887700790,130000.0,,104000.0,YEARLY,USD,BASE_SALARY
2833,3887855098,223600.0,,125000.0,YEARLY,USD,BASE_SALARY
2841,3885858721,125000.0,,70000.0,YEARLY,USD,BASE_SALARY
2845,3885829177,18.0,,15.0,HOURLY,USD,BASE_SALARY
2897,3884841822,30.0,,25.0,HOURLY,USD,BASE_SALARY
2911,3885865661,,80000.0,,YEARLY,USD,BASE_SALARY
2914,3885862246,,80000.0,,YEARLY,USD,BASE_SALARY
2916,3885836848,140000.0,,85000.0,YEARLY,USD,BASE_SALARY
2929,3884996010,220200.0,,118400.0,YEARLY,USD,BASE_SALARY
2939,3885834512,246300.0,,149250.0,YEARLY,USD,BASE_SALARY
2946,3885851522,94400.0,,62900.0,YEARLY,USD,BASE_SALARY
2949,3887889006,31.2,,20.8,HOURLY,USD,BASE_SALARY
2952,3887880158,178200.0,,118800.0,YEARLY,USD,BASE_SALARY
2969,3888023617,195600.0,,105700.0,YEARLY,USD,BASE_SALARY
2989,3887884760,270000.0,,225000.0,YEARLY,USD,BASE_SALARY
3004,3885829860,169600.0,,109400.0,YEARLY,USD,BASE_SALARY
3006,3885853884,210000.0,,170000.0,YEARLY,USD,BASE_SALARY
3032,3885824382,211700.0,,105800.0,YEARLY,USD,BASE_SALARY
3041,3885863522,170503.44,,147200.0,YEARLY,USD,BASE_SALARY
3061,3885864815,,50000.0,,YEARLY,USD,BASE_SALARY
3063,3888025366,70000.0,,48000.0,YEARLY,USD,BASE_SALARY
3090,3885859918,220000.0,,96700.0,YEARLY,USD,BASE_SALARY
3106,3887868859,174000.0,,160000.0,YEARLY,USD,BASE_SALARY
3122,3887885207,236250.0,,135000.0,YEARLY,USD,BASE_SALARY
3144,3885871087,,120000.0,,YEARLY,USD,BASE_SALARY
3145,3885826623,24.0,,18.0,HOURLY,USD,BASE_SALARY
3147,3885864028,77280.0,,56000.0,YEARLY,USD,BASE_SALARY
3159,3887858212,300000.0,,150000.0,YEARLY,USD,BASE_SALARY
3171,3884811473,8500.0,,5500.0,MONTHLY,USD,BASE_SALARY
3185,3885844769,70.0,,50.0,HOURLY,USD,BASE_SALARY
3190,3884857557,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
3202,3885869218,,0.0,,YEARLY,USD,BASE_SALARY
3213,3887878862,275000.0,,205000.0,YEARLY,USD,BASE_SALARY
3216,3885864801,,65000.0,,YEARLY,USD,BASE_SALARY
3231,3885806920,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
