job_id,inferred,type
3886884056,0,Medical insurance
3886884056,0,Vision insurance
3886884056,0,Dental insurance
3886884056,0,Pension plan
3886884056,0,Paid maternity leave
3886884056,0,Paid paternity leave
3886884056,0,Tuition assistance
3886884056,0,Disability insurance
3888487482,1,Vision insurance
3888487482,1,401(k)
3889712483,0,Medical insurance
3889708369,0,Medical insurance
3889708369,0,Vision insurance
3889708369,0,Dental insurance
3889708369,0,401(k)
3848960304,1,401(k)
3848960304,1,Medical insurance
3889711172,1,401(k)
3889711172,1,Dental insurance
3889750645,0,Medical insurance
3889750645,0,Dental insurance
3889750645,0,401(k)
3888483868,1,401(k)
3888498450,1,401(k)
3889710675,0,Medical insurance
3889769353,1,Vision insurance
3889769353,1,Disability insurance
3886891864,0,Medical insurance
3886891864,0,Vision insurance
3886891864,0,Dental insurance
3886891864,0,401(k)
3886881386,1,Medical insurance
3887100370,0,Medical insurance
3887100370,0,Disability insurance
3887100370,0,Vision insurance
3887100370,0,Dental insurance
3887100370,0,401(k)
3889757666,0,Medical insurance
3889757666,0,Vision insurance
3889757666,0,Dental insurance
3889757666,0,401(k)
3886896808,0,Medical insurance
3886896808,0,Vision insurance
3886896808,0,Dental insurance
3886896808,0,401(k)
3886896808,0,Disability insurance
3886881786,0,Medical insurance
3886881786,0,Vision insurance
3886881786,0,Dental insurance
3886881786,0,401(k)
3886881786,0,Paid paternity leave
3886881786,0,Paid maternity leave
3886881786,0,Commuter benefits
3886881786,0,Disability insurance
3889710694,0,Medical insurance
3889710694,0,Vision insurance
3889710694,0,Dental insurance
3889710694,0,401(k)
3889710694,0,Paid paternity leave
3889710694,0,Tuition assistance
3889710694,0,Paid maternity leave
3889710694,0,Commuter benefits
3835806869,0,401(k)
3835806869,0,Dental insurance
3835806869,0,Medical insurance
3835806869,0,Vision insurance
3889739297,0,Medical insurance
3889739297,0,Vision insurance
3889739297,0,Dental insurance
3889739297,0,401(k)
3889756865,0,Medical insurance
3889756865,0,Vision insurance
3889756865,0,Dental insurance
3889756865,0,401(k)
3889708974,0,Medical insurance
3886883127,1,Medical insurance
3889771181,0,Medical insurance
3889771181,0,Vision insurance
3889771181,0,Dental insurance
3894865867,1,401(k)
3894859535,1,Disability insurance
3894874019,1,401(k)
3894874019,1,Disability insurance
3894871649,1,401(k)
3894204743,1,401(k)
3894210749,0,Medical insurance
3894210749,0,Dental insurance
3894210749,0,401(k)
3894882085,0,Medical insurance
3894882085,0,Vision insurance
3894882085,0,Dental insurance
3894889134,0,Medical insurance
3894889134,0,Vision insurance
3894889134,0,Dental insurance
3894889134,0,401(k)
3894889134,0,Paid maternity leave
3894889134,0,Paid paternity leave
3894889134,0,Student loan assistance
3894889134,0,Tuition assistance
3894889134,0,Disability insurance
3894857627,1,Disability insurance
3894208347,1,401(k)
3894205447,1,401(k)
3894205447,1,Vision insurance
3894873374,1,401(k)
3894205627,1,401(k)
3894210241,1,401(k)
3894208858,0,Medical insurance
3894208858,0,Vision insurance
3894208858,0,Dental insurance
3894208858,0,401(k)
3894208858,0,Paid paternity leave
3894208858,0,Paid maternity leave
3894208858,0,Pension plan
3894208858,0,Student loan assistance
3894208858,0,Disability insurance
3894208858,0,Tuition assistance
3894886428,1,Medical insurance
3894889695,0,Medical insurance
3894889695,0,Vision insurance
3894889695,0,Dental insurance
3894889695,0,401(k)
3890891699,0,Medical insurance
3890891699,0,Vision insurance
3890891699,0,Dental insurance
3890891699,0,401(k)
3894210240,1,401(k)
3867568566,1,401(k)
3894897200,0,Medical insurance
3894897200,0,Tuition assistance
3894897200,0,Disability insurance
3894897200,0,Commuter benefits
3894897200,0,Vision insurance
3894897200,0,Dental insurance
3894897200,0,401(k)
3894900196,0,Medical insurance
3894900196,0,Vision insurance
3894900196,0,Dental insurance
3894900196,0,401(k)
3894900196,0,Paid maternity leave
3894900196,0,Paid paternity leave
3894900196,0,Student loan assistance
3894900196,0,Tuition assistance
3894900196,0,Disability insurance
3894213406,1,Commuter benefits
3894213406,1,Disability insurance
3894217368,1,401(k)
3894892676,0,Medical insurance
3894892676,0,Vision insurance
3894892676,0,Dental insurance
3894892676,0,401(k)
3894904703,0,Medical insurance
3894904703,0,Vision insurance
3894904703,0,Dental insurance
3891013237,0,Medical insurance
3891013237,0,Vision insurance
3891013237,0,Dental insurance
3891013237,0,401(k)
3891013237,0,Pension plan
3891013237,0,Commuter benefits
3891004807,1,Vision insurance
3894927430,0,Medical insurance
3894927430,0,Vision insurance
3894927430,0,Dental insurance
3894927430,0,401(k)
3894927430,0,Pension plan
3383214611,0,Medical insurance
3383214611,0,Vision insurance
3383214611,0,Dental insurance
3383214611,0,401(k)
3383214611,0,Paid maternity leave
3383214611,0,Paid paternity leave
3383214611,0,Commuter benefits
3383214611,0,Disability insurance
3891014602,1,401(k)
3891015123,1,401(k)
3891013860,1,401(k)
3891013860,1,Medical insurance
3891013860,1,Dental insurance
3891013860,1,Vision insurance
3894275556,0,Medical insurance
3894275556,0,Vision insurance
3894275556,0,Dental insurance
3894275556,0,401(k)
3894962013,0,Medical insurance
3894962013,0,Vision insurance
3894962013,0,Dental insurance
3894962013,0,401(k)
3894962013,0,Paid maternity leave
3894962013,0,Paid paternity leave
3894962013,0,Tuition assistance
3894962013,0,Child care support
3894962013,0,Commuter benefits
3894958520,0,Medical insurance
3894958520,0,Vision insurance
3894958520,0,Dental insurance
3894958520,0,401(k)
3894958520,0,Paid maternity leave
3894958520,0,Paid paternity leave
3894958520,0,Tuition assistance
3894958520,0,Disability insurance
3894958520,0,Student loan assistance
3894958320,0,Medical insurance
3894958320,0,Vision insurance
3894958320,0,Dental insurance
3894958320,0,401(k)
3894958320,0,Paid maternity leave
3894958320,0,Paid paternity leave
3894958320,0,Tuition assistance
3894958320,0,Child care support
3894958320,0,Commuter benefits
3894957932,0,Medical insurance
3894957932,0,Vision insurance
3894957932,0,Dental insurance
3894957932,0,401(k)
3894957932,0,Paid maternity leave
3894957932,0,Paid paternity leave
3894957932,0,Tuition assistance
3894957932,0,Disability insurance
3894957932,0,Student loan assistance
3894282696,0,Medical insurance
3894282696,0,Vision insurance
3894282696,0,Dental insurance
3894282696,0,401(k)
3894282696,0,Commuter benefits
3894286058,1,401(k)
3894286058,1,Vision insurance
3891070609,0,Medical insurance
3891070609,0,Vision insurance
3891070609,0,Dental insurance
3891070609,0,401(k)
3891070609,0,Paid maternity leave
3891070609,0,Paid paternity leave
3894985795,0,Medical insurance
3894985795,0,Vision insurance
3894985795,0,Dental insurance
3894985795,0,401(k)
3894985070,1,401(k)
3891070756,0,401(k)
3891070756,0,Dental insurance
3891070756,0,Vision insurance
3891070756,0,Medical insurance
3891073504,0,Medical insurance
3891073504,0,Vision insurance
3891073504,0,Dental insurance
3891073504,0,401(k)
3891073557,1,401(k)
3894285832,0,Medical insurance
3894285832,0,Vision insurance
3894285832,0,Dental insurance
3894285832,0,401(k)
3894285832,0,Tuition assistance
3891077152,0,Medical insurance
3891077152,0,Vision insurance
3891077152,0,Dental insurance
3891077152,0,401(k)
3895210127,1,401(k)
3894288435,0,Vision insurance
3894288435,0,Medical insurance
3894288435,0,Dental insurance
3894288435,0,Paid maternity leave
3894288435,0,401(k)
3894284993,0,Vision insurance
3894284993,0,Medical insurance
3894284993,0,Dental insurance
3894284993,0,Paid maternity leave
3894284993,0,401(k)
3894292375,0,Medical insurance
3894292375,0,Vision insurance
3894292375,0,Dental insurance
3894292375,0,Disability insurance
3891078215,0,Medical insurance
3891078215,0,Vision insurance
3891078215,0,Dental insurance
3891078215,0,401(k)
3891078215,0,Commuter benefits
3891078215,0,Paid maternity leave
3891078215,0,Disability insurance
3891078215,0,Paid paternity leave
3894295124,0,Medical insurance
3894295124,0,Vision insurance
3894295124,0,Dental insurance
3894295124,0,401(k)
3894295124,0,Disability insurance
3895210503,1,401(k)
3891078258,0,Medical insurance
3891078258,0,Vision insurance
3891078258,0,Dental insurance
3891082001,0,Medical insurance
3891082001,0,Vision insurance
3891082001,0,Dental insurance
3891082001,0,401(k)
3895217506,1,401(k)
3895220029,1,401(k)
3891076877,0,Medical insurance
3891076877,0,Vision insurance
3891076877,0,Dental insurance
3891076877,0,401(k)
3891076877,0,Disability insurance
3891078399,0,Medical insurance
3891078399,0,Vision insurance
3891078399,0,Dental insurance
3891078399,0,401(k)
3891078399,0,Paid maternity leave
3891078399,0,Paid paternity leave
3891076949,0,Medical insurance
3891076949,0,Vision insurance
3891076949,0,Dental insurance
3891076949,0,401(k)
3894400441,1,Commuter benefits
3894400441,1,Disability insurance
3891077880,0,Medical insurance
3891077880,0,Vision insurance
3891077880,0,Dental insurance
3891077880,0,401(k)
3891077880,0,Paid paternity leave
3891077880,0,Paid maternity leave
3891077880,0,Tuition assistance
3891077880,0,Disability insurance
3891079425,1,Disability insurance
3895255016,0,Medical insurance
3895255016,0,Vision insurance
3895255016,0,Dental insurance
3895255016,0,401(k)
3895255016,0,Paid maternity leave
3895255016,0,Paid paternity leave
3895251457,0,Medical insurance
3895251457,0,Vision insurance
3895251457,0,Dental insurance
3895251457,0,401(k)
3895251457,0,Paid maternity leave
3895251457,0,Paid paternity leave
3894400193,1,401(k)
3894400193,1,Medical insurance
3895254244,0,Medical insurance
3895254244,0,Vision insurance
3895254244,0,Dental insurance
3895254244,0,401(k)
3895254244,0,Paid maternity leave
3895254244,0,Paid paternity leave
3895257046,1,Medical insurance
3891094344,0,Medical insurance
3891094344,0,Dental insurance
3891094344,0,Vision insurance
3891094344,0,401(k)
3891094344,0,Tuition assistance
3891094344,0,Disability insurance
3895269969,1,401(k)
3895269969,1,Disability insurance
3895280497,1,401(k)
3891252132,1,401(k)
3895484995,1,401(k)
3895496825,1,401(k)
3895496825,1,Vision insurance
3895515504,1,401(k)
3895516123,1,401(k)
3891261103,1,401(k)
3891258102,1,401(k)
3891256630,1,401(k)
3891255882,1,401(k)
3894553119,1,401(k)
3894553119,1,Commuter benefits
3891253956,1,401(k)
3894548591,1,401(k)
3894548591,1,Commuter benefits
3895521709,1,401(k)
3895521709,1,Disability insurance
3894554027,1,401(k)
3894554027,1,Commuter benefits
3895520935,1,401(k)
3895520935,1,Disability insurance
3895523872,1,401(k)
3895525216,1,401(k)
3895521698,1,401(k)
3895524227,1,401(k)
3895524227,1,Disability insurance
3895522943,1,401(k)
3895526601,1,401(k)
3895526601,1,Disability insurance
3895525598,1,401(k)
3895525598,1,Disability insurance
3895525596,1,401(k)
3895525596,1,Disability insurance
3895530110,1,401(k)
3895528359,1,401(k)
3895530008,1,401(k)
3895530008,1,Disability insurance
3895528196,1,401(k)
3895526543,1,401(k)
3895519883,1,401(k)
3895527404,1,401(k)
3891257981,1,401(k)
3895528241,1,401(k)
3895528241,1,Disability insurance
3895531010,1,401(k)
3895531010,1,Disability insurance
3894553121,1,401(k)
3894553121,1,Commuter benefits
3895531017,1,401(k)
3895531017,1,Disability insurance
3895526844,1,Dental insurance
3895524702,1,401(k)
3895525827,1,Dental insurance
3894560012,1,401(k)
3894560012,1,Vision insurance
